Symbol,Kind,Item Name ,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-01-31
A082920,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"16,029,410","6,425,415","23,234,479","31,503,414","17,085,684",,
A082920,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-13,626,473","-10,349,915","-6,919,666","-35,104,150","-30,790,448",,
A082920,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",11.90,17.24,,,,,
A082920,SSC,수정주가(원),"6,310","9,578","12,168","13,893","9,930","13,400","16,950"
A082920,SSC,종가(원),"8,330","12,050","12,700","14,500","10,900","13,400","16,950"
A082920,SSC,상장주식수(주),"12,857,174","13,492,533","16,325,752","19,590,431","19,590,431","21,539,152","21,539,152"
A123890,NFS-IFRS(C),매출액(천원),"67,950,479","95,400,557","136,478,319","222,484,766","226,570,848",,
A123890,NFS-IFRS(S),매출액(천원),"57,037,625","83,391,744","117,717,376","201,599,636","204,561,060",,
A123890,NFS-IFRS(C),영업이익(천원),"33,514,563","58,386,242","96,185,635","166,802,567","137,872,444",,
A123890,NFS-IFRS(C),지배주주순이익(천원),"23,786,728","42,312,746","72,810,794","125,528,122","102,356,689",,
A123890,NFS-IFRS(C),총자본(천원),"180,611,615","233,710,073","416,977,431","516,455,185","593,124,688",,
A123890,NFS-IFRS(C),총부채(천원),"104,797,267","116,977,280","150,611,877","263,144,196","414,970,516",,
A123890,NFS-IFRS(C),자본금(천원),"35,504,960","36,743,760","42,500,000","46,750,000","51,369,945",,
A123890,NFS-IFRS(C),이익잉여금(천원),"134,298,971","174,623,971","240,086,012","344,364,134","426,500,596",,
A123890,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"2,652,336","-241,838","-104,311,325","-118,312,448","-168,618,006",,
A123890,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-17,413,893","23,647,992","-42,453,207","70,768,727","-9,903,575",,
A123890,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,0.00,150.38,165.29,181.82,,
A123890,SSC,수정주가(원),,,"6,267","6,124","4,004","3,370","2,940"
A123890,SSC,종가(원),,,"8,300","7,390","4,400","3,370","2,940"
A123890,SSC,상장주식수(주),,,"85,000,000","93,500,000","102,739,889","112,853,251","112,853,251"
A096760,NFS-IFRS(C),매출액(천원),"573,935,211","622,825,322","684,839,087","681,163,677","725,381,961",,
A096760,NFS-IFRS(S),매출액(천원),"63,470,859","75,605,689","82,466,032","86,655,384","117,576,191",,
A096760,NFS-IFRS(C),영업이익(천원),"18,240,840","33,456,795","43,348,332","41,714,523","33,314,786",,
A096760,NFS-IFRS(C),지배주주순이익(천원),"-10,939,564","181,412","-8,663,432","54,021,816","23,169,194",,
A096760,NFS-IFRS(C),총자본(천원),"207,755,614","270,305,929","277,590,776","370,602,863","400,997,275",,
A096760,NFS-IFRS(C),총부채(천원),"822,989,888","812,556,924","919,038,933","976,649,666","874,638,659",,
A096760,NFS-IFRS(C),자본금(천원),"26,973,736","28,309,996","30,654,216","31,010,442","31,629,279",,
A096760,NFS-IFRS(C),이익잉여금(천원),"-43,760,485","-49,530,993","-67,376,525","-16,501,401","60,380,343",,
A096760,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"-17,175,940","-23,975,359","-29,214,390","10,511,742","195,762,386",,
A096760,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-1,900,601","-38,241,783","-51,032,207","14,619,687","-91,262,850",,
A096760,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",21.74,41.28,70.09,70.09,80.95,,
A096760,SSC,수정주가(원),"2,181","8,234","8,309","7,983","6,940","6,350","5,470"
A096760,SSC,종가(원),"2,375","8,800","8,880","8,370","7,140","6,350","5,470"
A096760,SSC,상장주식수(주),"53,947,471","56,619,991","61,308,431","62,020,883","63,258,557","64,520,904","66,452,155"
A293480,NFS-IFRS(C),매출액(천원),"89,027,850","108,942,199","124,534,999","139,331,266","152,832,774",,
A293480,NFS-IFRS(S),매출액(천원),"89,027,850","108,942,199","124,534,999","139,331,266","152,832,774",,
A293480,NFS-IFRS(C),영업이익(천원),"6,561,056","15,441,139","23,670,679","31,929,643","33,563,026",,
A293480,NFS-IFRS(C),지배주주순이익(천원),"2,561,621","4,911,356","17,430,848","24,304,638","26,169,074",,
A293480,NFS-IFRS(C),총자본(천원),"28,227,159","32,270,954","55,484,617","81,297,527","205,385,681",,
A293480,NFS-IFRS(C),총부채(천원),"55,742,990","59,983,977","59,107,721","60,253,246","36,993,987",,
A293480,NFS-IFRS(C),자본금(천원),"2,575,000","3,705,500","4,872,439","6,059,270","8,100,000",,
A293480,NFS-IFRS(C),이익잉여금(천원),"17,880,617","20,115,613","45,957,648","69,506,408","92,397,858",,
A293480,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"4,364,394","7,839,446","12,463,935","25,380,167","27,586,564",,
A293480,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-2,150,257","-4,269,710","-9,309,544","-12,818,202","-97,927,717",,
A293480,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",0.00,,0.00,,280.00,,
A293480,SSC,수정주가(원),,,,,"22,500","22,550","22,400"
A293480,SSC,종가(원),,,,,"22,500","22,550","22,400"
A293480,SSC,상장주식수(주),,,,,"16,200,000","16,200,000","16,200,000"
A017390,NFS-IFRS(C),매출액(천원),"2,032,868,145","1,540,271,201","1,272,040,228","1,350,420,753","1,388,970,384",,
A017390,NFS-IFRS(S),매출액(천원),"1,826,773,812","1,533,173,469","1,265,359,733","1,343,898,038","1,382,043,300",,
A017390,NFS-IFRS(C),영업이익(천원),"7,427,865","-2,477,122","-6,700,808","10,133,358","4,342,030",,
A017390,NFS-IFRS(C),지배주주순이익(천원),"60,725,197","44,498,522","23,197,515","36,326,681","41,382,377",,
A017390,NFS-IFRS(C),총자본(천원),"859,783,446","874,104,899","890,516,213","916,547,585","947,502,309",,
A017390,NFS-IFRS(C),총부채(천원),"766,908,889","562,530,655","576,108,785","629,337,695","421,118,210",,
A017390,NFS-IFRS(C),자본금(천원),"35,000,000","35,000,000","35,000,000","35,000,000","35,000,000",,
A017390,NFS-IFRS(C),이익잉여금(천원),"824,851,105","860,081,904","877,082,465","902,955,559","934,682,469",,
A017390,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"54,895,758","10,294,667","76,829,327","44,811,467","-152,893,509",,
A017390,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-138,542,435","43,142,275","-98,628,374","-27,306,814","92,914,116",,
A017390,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)","1,500.00","1,750.00","1,750.00","1,750.00","1,750.00",,
A017390,SSC,수정주가(원),"143,000","113,500","82,200","94,300","85,400","70,600","72,500"
A017390,SSC,종가(원),"143,000","113,500","82,200","94,300","85,400","70,600","72,500"
A017390,SSC,상장주식수(주),"5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000","5,000,000"
A007390,NFS-IFRS(C),매출액(천원),"25,355,151","30,553,552","26,787,767","27,215,252","26,715,298",,
A007390,NFS-IFRS(S),매출액(천원),"25,355,151","30,553,552","26,787,767","27,215,252","26,715,298",,
A007390,NFS-IFRS(C),영업이익(천원),"-1,304,263","-1,163,640","-5,087,407","-525,612","1,227,180",,
A007390,NFS-IFRS(C),지배주주순이익(천원),"1,895,130","-1,335,361","-4,680,833","-460,739","2,234,809",,
A007390,NFS-IFRS(C),총자본(천원),"13,748,504","31,686,993","31,948,043","39,481,908","43,128,901",,
A007390,NFS-IFRS(C),총부채(천원),"10,788,072","14,282,755","18,648,340","11,958,755","9,746,521",,
A007390,NFS-IFRS(C),자본금(천원),"19,364,647","24,576,376","25,404,676","26,416,200","26,528,200",,
A007390,NFS-IFRS(C),이익잉여금(천원),"-12,554,994","-14,024,295","-5,482,740","-5,858,116","-3,355,871",,
A007390,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"117,389","975,505","-3,637,795","3,479,316","3,699,808",,
A007390,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"1,254,348","-16,413,985","-3,383,986","751,016","1,550,557",,
A007390,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A007390,SSC,수정주가(원),"1,003","4,602","4,445","22,009","11,362","6,590","5,910"
A007390,SSC,종가(원),"1,050","4,820","4,655","23,050","11,900","6,590","5,910"
A007390,SSC,상장주식수(주),"38,729,294","49,152,752","50,809,351","51,750,851","53,056,399","61,190,399","61,190,399"
A002240,NFS-IFRS(C),매출액(천원),"1,341,239,003","1,473,202,477","1,417,444,526","1,550,456,863","1,577,235,683",,
A002240,NFS-IFRS(S),매출액(천원),"557,169,324","509,762,637","449,611,059","459,185,339","467,174,937",,
A002240,NFS-IFRS(C),영업이익(천원),"40,385,848","44,349,958","37,017,586","38,829,616","38,019,483",,
A002240,NFS-IFRS(C),지배주주순이익(천원),"290,697,183","19,366,994","39,981,097","23,689,916","3,383,602",,
A002240,NFS-IFRS(C),총자본(천원),"1,473,771,316","1,456,028,586","1,482,333,327","1,458,299,224","1,457,078,456",,
A002240,NFS-IFRS(C),총부채(천원),"1,049,217,938","969,758,232","970,759,010","942,258,811","930,387,769",,
A002240,NFS-IFRS(C),자본금(천원),"15,000,000","18,000,000","18,000,000","18,000,000","20,000,000",,
A002240,NFS-IFRS(C),이익잉여금(천원),"1,339,290,026","1,344,782,116","1,377,568,579","1,397,299,223","1,393,330,338",,
A002240,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"74,570,423","200,742,674","119,167,509","114,006,979","124,047,823",,
A002240,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-64,397,892","-155,414,804","-157,014,391","-93,578,564","-52,641,139",,
A002240,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",263.16,315.32,315.32,315.32,350.00,,
A002240,SSC,수정주가(원),"38,048","34,311","36,157","32,800","23,250","20,550","18,000"
A002240,SSC,종가(원),"42,250","38,100","40,150","32,800","23,250","20,550","18,000"
A002240,SSC,상장주식수(주),"15,000,000","18,000,000","18,000,000","18,000,000","20,000,000","20,000,000","20,000,000"
A290510,NFS-IFRS(C),매출액(천원),"69,115,220","74,944,748","105,112,451","133,159,646","189,670,051",,
A290510,NFS-IFRS(S),매출액(천원),"31,969,082","34,606,481","37,527,843","45,398,118","55,771,557",,
A290510,NFS-IFRS(C),영업이익(천원),"3,071,655","-199,256","2,592,948","6,291,507","9,642,212",,
A290510,NFS-IFRS(C),지배주주순이익(천원),"2,618,318","3,399,818","3,098,434","4,652,468","4,492,044",,
A290510,NFS-IFRS(C),총자본(천원),"35,178,051","38,573,428","40,375,535","42,561,733","134,745,269",,
A290510,NFS-IFRS(C),총부채(천원),"40,262,583","38,437,721","50,427,466","61,217,326","129,803,104",,
A290510,NFS-IFRS(C),자본금(천원),"400,000","400,000","400,000","400,000","2,160,765",,
A290510,NFS-IFRS(C),이익잉여금(천원),"35,174,321","38,254,178","38,978,882","42,090,974","45,640,002",,
A290510,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"7,208,041","2,131,768","-1,076,119","1,577,408","-4,444,383",,
A290510,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-6,358,830","-616,717","-7,575,042","-15,050,636","-109,493,444",,
A290510,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A290510,SSC,수정주가(원),,,,,,"16,950","14,950"
A290510,SSC,종가(원),,,,,,"16,950","14,950"
A290510,SSC,상장주식수(주),,,,,,"24,031,048","24,031,048"
A072710,NFS-IFRS(C),매출액(천원),"387,375,241","449,116,217","497,827,569","496,615,431","543,242,596",,
A072710,NFS-IFRS(S),매출액(천원),"20,135,280","17,035,280","19,090,280","19,090,280","18,121,130",,
A072710,NFS-IFRS(C),영업이익(천원),"31,698,775","55,682,329","86,852,708","47,059,612","41,106,517",,
A072710,NFS-IFRS(C),지배주주순이익(천원),"25,648,568","47,600,211","79,356,540","40,647,901","46,734,666",,
A072710,NFS-IFRS(C),총자본(천원),"740,193,423","779,533,788","841,492,396","863,281,834","895,898,221",,
A072710,NFS-IFRS(C),총부채(천원),"294,262,159","305,194,618","330,436,838","282,061,165","298,929,772",,
A072710,NFS-IFRS(C),자본금(천원),"23,188,950","23,188,950","23,188,950","23,188,950","23,188,950",,
A072710,NFS-IFRS(C),이익잉여금(천원),"450,508,400","487,043,415","552,874,737","583,849,514","615,864,701",,
A072710,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"34,813,004","4,823,509","17,072,623","58,773,493","15,566,568",,
A072710,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-30,930,113","-6,120,339","-12,471,208","396,458","-10,123,157",,
A072710,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)","2,000.00","2,000.00","2,000.00","2,000.00","2,000.00",,
A072710,SSC,수정주가(원),"104,000","154,000","120,500","114,500","69,900","78,500","77,400"
A072710,SSC,종가(원),"104,000","154,000","120,500","114,500","69,900","78,500","77,400"
A072710,SSC,상장주식수(주),"4,637,790","4,637,790","4,637,790","4,637,790","4,637,790","4,637,790","4,637,790"
A100120,NFS-IFRS(C),매출액(천원),"70,811,410","93,438,699","117,303,133","123,460,627","131,403,852",,
A100120,NFS-IFRS(S),매출액(천원),"70,249,120","92,745,632","116,465,198","122,607,323","116,568,491",,
A100120,NFS-IFRS(C),영업이익(천원),"13,256,808","18,374,748","30,465,391","28,634,930","22,559,421",,
A100120,NFS-IFRS(C),지배주주순이익(천원),"10,479,555","15,896,530","26,979,465","19,631,205","20,771,209",,
A100120,NFS-IFRS(C),총자본(천원),"70,895,227","84,689,450","110,383,288","126,081,885","140,747,604",,
A100120,NFS-IFRS(C),총부채(천원),"13,444,133","12,297,697","19,564,784","11,559,305","15,630,373",,
A100120,NFS-IFRS(C),자본금(천원),"5,000,933","5,000,933","5,000,933","5,000,933","5,000,933",,
A100120,NFS-IFRS(C),이익잉여금(천원),"55,203,006","69,546,071","95,879,755","114,151,374","131,372,475",,
A100120,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"8,267,511","17,568,386","19,898,741","18,854,444","27,834,392",,
A100120,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-4,012,827","-2,275,553","-8,670,636","-8,418,895","-15,065,192",,
A100120,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",100.00,100.00,200.00,200.00,300.00,,
A100120,SSC,수정주가(원),"34,300","44,550","59,800","40,900","33,000","31,500","35,850"
A100120,SSC,종가(원),"34,300","44,550","59,800","40,900","33,000","31,500","35,850"
A100120,SSC,상장주식수(주),"10,001,865","10,001,865","10,001,865","10,001,865","10,001,865","10,001,865","10,001,865"
A097230,NFS-IFRS(C),매출액(천원),"2,520,325,000","3,063,623,000","2,813,271,000","1,647,652,000","1,697,869,000",,
A097230,NFS-IFRS(S),매출액(천원),"1,799,016,000","2,041,347,000","1,928,591,000","1,737,428,000","1,750,954,000",,
A097230,NFS-IFRS(C),영업이익(천원),"-144,988,000","-223,360,000","-79,319,000","-1,926,000","61,676,000",,
A097230,NFS-IFRS(C),지배주주순이익(천원),"-299,332,000","-392,206,000","-313,389,000","-278,007,000","-1,283,846,000",,
A097230,NFS-IFRS(C),총자본(천원),"1,573,076,000","1,178,036,000","917,608,000","577,198,000","-708,186,000",,
A097230,NFS-IFRS(C),총부채(천원),"4,897,208,000","4,576,731,000","4,361,260,000","3,629,457,000","3,441,806,000",,
A097230,NFS-IFRS(C),자본금(천원),"511,442,000","511,442,000","530,263,000","530,263,000","530,263,000",,
A097230,NFS-IFRS(C),이익잉여금(천원),"243,436,000","-204,000,000","-506,795,000","-773,344,000","-2,056,599,000",,
A097230,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"-238,336,000","259,419,000","-36,763,000","385,461,000","420,195,000",,
A097230,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"204,078,000","-32,960,000","-85,380,000","198,422,000","-2,020,000",,
A097230,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A097230,SSC,수정주가(원),"49,706","43,611","37,629","37,014","18,507","4,985","4,300"
A097230,SSC,종가(원),"4,445","3,900","3,365","3,310","1,655","4,985","4,300"
A097230,SSC,상장주식수(주),"102,288,465","102,288,465","106,052,508","106,052,508","106,052,508","83,274,281","83,274,281"
A249420,NFS-IFRS(C),매출액(천원),,,"201,343,779","460,650,815","503,907,355",,
A249420,NFS-IFRS(S),매출액(천원),,,"201,343,779","460,383,222","503,393,913",,
A249420,NFS-IFRS(C),영업이익(천원),,,"14,792,365","25,360,866","28,343,242",,
A249420,NFS-IFRS(C),지배주주순이익(천원),,,"12,578,693","19,841,042","12,720,690",,
A249420,NFS-IFRS(C),총자본(천원),,,"268,413,711","284,300,918","276,824,828",,
A249420,NFS-IFRS(C),총부채(천원),,,"281,940,120","279,554,652","287,844,535",,
A249420,NFS-IFRS(C),자본금(천원),,,"17,845,253","19,629,292","21,591,413",,
A249420,NFS-IFRS(C),이익잉여금(천원),,,"11,794,935","26,615,138","17,365,605",,
A249420,NFS-IFRS(C),영업활동으로인한현금흐름(천원),,,"19,156,880","73,724,187","66,646,835",,
A249420,NFS-IFRS(C),투자활동으로인한현금흐름(천원),,,"-13,781,682","-47,884,583","-22,597,368",,
A249420,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,236.22,347.83,380.95,,
A249420,SSC,수정주가(원),,,"16,520","22,336","20,450","16,750","15,700"
A249420,SSC,종가(원),,,"19,000","23,400","20,450","16,750","15,700"
A249420,SSC,상장주식수(주),,,"17,845,253","19,629,292","21,591,413","22,670,452","22,670,452"
A267260,NFS-IFRS(C),매출액(천원),,,,"1,449,573,280","1,940,412,136",,
A267260,NFS-IFRS(S),매출액(천원),,,,"1,449,607,567","1,732,614,020",,
A267260,NFS-IFRS(C),영업이익(천원),,,,"62,419,265","-100,581,457",,
A267260,NFS-IFRS(C),지배주주순이익(천원),,,,"14,281,035","-178,910,250",,
A267260,NFS-IFRS(C),총자본(천원),,,,"1,040,113,896","851,298,544",,
A267260,NFS-IFRS(C),총부채(천원),,,,"1,054,462,680","1,474,757,171",,
A267260,NFS-IFRS(C),자본금(천원),,,,"51,028,915","101,785,675",,
A267260,NFS-IFRS(C),이익잉여금(천원),,,,"15,625,139","-173,307,675",,
A267260,NFS-IFRS(C),영업활동으로인한현금흐름(천원),,,,"-4,438,758","-4,026,714",,
A267260,NFS-IFRS(C),투자활동으로인한현금흐름(천원),,,,"-71,598,767","-124,697,213",,
A267260,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A267260,SSC,수정주가(원),,,,"49,357","19,159","11,550","9,840"
A267260,SSC,종가(원),,,,"114,000","22,200","11,550","9,840"
A267260,SSC,상장주식수(주),,,,"10,205,783","20,357,135","36,047,135","36,047,135"
A215000,NFS-IFRS(C),매출액(천원),,"201,560,389","216,964,342","200,105,321","198,705,194",,
A215000,NFS-IFRS(S),매출액(천원),,"184,085,342","196,864,993","171,859,065","191,571,105",,
A215000,NFS-IFRS(C),영업이익(천원),,"49,582,444","43,748,943","37,457,577","28,160,266",,
A215000,NFS-IFRS(C),지배주주순이익(천원),,"36,533,155","36,538,528","79,313,874","20,419,449",,
A215000,NFS-IFRS(C),총자본(천원),,"108,853,909","120,648,626","189,381,881","194,919,561",,
A215000,NFS-IFRS(C),총부채(천원),,"69,278,343","67,265,600","64,290,538","59,138,246",,
A215000,NFS-IFRS(C),자본금(천원),,"3,137,708","3,137,708","3,137,708","3,137,708",,
A215000,NFS-IFRS(C),이익잉여금(천원),,"36,533,155","47,981,803","117,259,725","122,566,727",,
A215000,NFS-IFRS(C),영업활동으로인한현금흐름(천원),,"44,345,997","35,237,011","80,376,887","32,883,976",,
A215000,NFS-IFRS(C),투자활동으로인한현금흐름(천원),,"-4,207,242","-33,604,113","11,830,916","-56,231,601",,
A215000,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,"4,000.00","1,600.00","2,400.00","1,850.00",,
A215000,SSC,수정주가(원),,"87,900","65,300","44,850","33,450","68,900","56,500"
A215000,SSC,종가(원),,"87,900","65,300","44,850","33,450","68,900","56,500"
A215000,SSC,상장주식수(주),,"6,275,415","6,275,415","6,275,415","6,275,415","6,275,415","6,275,415"
A013120,NFS-IFRS(C),매출액(천원),"340,086,893","514,966,840","534,393,481","563,013,434","607,890,976",,
A013120,NFS-IFRS(S),매출액(천원),"340,086,893","514,966,840","534,393,481","563,013,434","607,890,976",,
A013120,NFS-IFRS(C),영업이익(천원),"77,191,364","117,122,111","131,149,315","143,040,410","160,073,926",,
A013120,NFS-IFRS(C),지배주주순이익(천원),"59,014,506","90,155,142","97,981,850","100,618,005","121,942,408",,
A013120,NFS-IFRS(C),총자본(천원),"327,949,813","413,515,113","504,259,410","594,797,507","703,263,908",,
A013120,NFS-IFRS(C),총부채(천원),"105,513,338","132,518,710","149,740,985","108,833,453","174,435,796",,
A013120,NFS-IFRS(C),자본금(천원),"45,404,050","45,404,050","45,404,050","45,404,050","45,404,050",,
A013120,NFS-IFRS(C),이익잉여금(천원),"275,518,464","361,083,765","451,828,062","542,366,158","650,832,559",,
A013120,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"88,514,442","27,353,553","55,381,990","138,759,073","108,403,430",,
A013120,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"6,451,656","-14,469,271","-44,065,673","-41,508,170","16,111,436",,
A013120,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",65.00,100.00,140.00,160.00,185.00,,
A013120,SSC,수정주가(원),"3,010","3,855","4,260","4,980","4,000","4,085","3,900"
A013120,SSC,종가(원),"30,100","3,855","4,260","4,980","4,000","4,085","3,900"
A013120,SSC,상장주식수(주),"9,080,810","90,808,100","90,808,100","90,808,100","90,808,100","90,808,100","90,808,100"
A148150,NFS-IFRS(C),매출액(천원),"88,685,561","86,538,111","97,947,164","102,214,767","256,592,701",,
A148150,NFS-IFRS(S),매출액(천원),"86,575,979","67,425,057","71,195,174","72,441,477","176,797,059",,
A148150,NFS-IFRS(C),영업이익(천원),"-1,202,796","5,611,521","3,094,951","438,704","38,596,782",,
A148150,NFS-IFRS(C),지배주주순이익(천원),"652,513","5,679,196","2,988,258","-2,715,107","31,796,979",,
A148150,NFS-IFRS(C),총자본(천원),"43,198,008","49,543,608","51,821,258","49,725,265","87,977,708",,
A148150,NFS-IFRS(C),총부채(천원),"20,274,522","18,122,259","25,646,344","23,703,009","60,817,437",,
A148150,NFS-IFRS(C),자본금(천원),"2,243,750","2,243,750","2,243,750","2,243,750","2,400,000",,
A148150,NFS-IFRS(C),이익잉여금(천원),"23,982,750","30,135,544","32,462,619","30,573,403","61,884,226",,
A148150,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"1,570,858","13,279,869","2,898,827","7,968,336","30,834,050",,
A148150,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-8,827,271","-3,376,833","-9,447,864","-4,918,814","-27,817,869",,
A148150,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A148150,SSC,수정주가(원),,,,,,"35,700","30,350"
A148150,SSC,종가(원),,,,,,"35,700","30,350"
A148150,SSC,상장주식수(주),,,,,,"11,642,000","11,642,000"
A048530,NFS-IFRS(C),매출액(천원),"9,980,378","11,835,200","10,222,261","10,962,774","20,584,391",,
A048530,NFS-IFRS(S),매출액(천원),"9,980,378","11,835,200","10,222,261","10,962,774","20,584,391",,
A048530,NFS-IFRS(C),영업이익(천원),"1,125,090","2,131,855","-3,373,221","-3,900,277","5,165,702",,
A048530,NFS-IFRS(C),지배주주순이익(천원),"20,531","1,557,912","-2,251,866","-8,734,106","8,710,640",,
A048530,NFS-IFRS(C),총자본(천원),"19,388,762","34,441,631","38,633,271","30,297,778","39,145,993",,
A048530,NFS-IFRS(C),총부채(천원),"15,011,548","5,927,992","10,456,266","15,331,792","15,650,370",,
A048530,NFS-IFRS(C),자본금(천원),"6,984,772","7,519,231","7,729,231","7,729,231","7,729,231",,
A048530,NFS-IFRS(C),이익잉여금(천원),"618,253","2,268,655","-8,837,339","-17,448,772","-8,645,340",,
A048530,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"638,861","1,699,151","-4,644,131","-5,467,555","4,200,498",,
A048530,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-8,871,925","-3,714,012","-7,549,625","-1,956,466","-1,262,351",,
A048530,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",,,,,,,
A048530,SSC,수정주가(원),"6,917","27,216","15,337","22,404","21,602","15,500","11,750"
A048530,SSC,종가(원),"13,800","54,300","30,600","44,700","43,100","15,500","11,750"
A048530,SSC,상장주식수(주),"13,969,543","15,038,462","15,038,462","15,038,462","15,038,462","30,010,745","30,010,745"
A019170,NFS-IFRS(C),매출액(천원),"220,291,938","195,950,486","194,147,338","184,998,400","187,389,168",,
A019170,NFS-IFRS(S),매출액(천원),"209,583,526","185,478,015","182,275,832","175,637,536","177,007,947",,
A019170,NFS-IFRS(C),영업이익(천원),"19,251,751","4,235,609","9,568,468","9,025,973","6,912,245",,
A019170,NFS-IFRS(C),지배주주순이익(천원),"3,349,617","1,476,216","-18,591,699","2,116,136","1,963,404",,
A019170,NFS-IFRS(C),총자본(천원),"191,514,375","194,861,351","216,848,813","215,129,133","211,658,222",,
A019170,NFS-IFRS(C),총부채(천원),"217,781,069","215,868,889","199,639,525","175,500,791","173,471,103",,
A019170,NFS-IFRS(C),자본금(천원),"22,897,150","23,709,000","27,592,495","27,592,495","27,592,495",,
A019170,NFS-IFRS(C),이익잉여금(천원),"162,881,585","162,242,882","146,603,547","148,218,139","147,841,325",,
A019170,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"-48,157","9,890,504","18,959,223","10,148,040","32,054,460",,
A019170,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-13,202,399","-112,938","-21,159,258","2,038,538","-10,312,806",,
A019170,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",48.08,,,,,,
A019170,SSC,수정주가(원),"4,290","4,360","5,950","7,690","6,410","7,240","6,630"
A019170,SSC,종가(원),"4,290","4,360","5,950","7,690","6,410","7,240","6,630"
A019170,SSC,상장주식수(주),"43,594,300","45,218,000","52,984,990","52,984,990","52,984,990","52,984,990","52,984,990"
A084110,NFS-IFRS(C),매출액(천원),"182,342,753","65,448,158","163,712,232","323,960,589","378,687,482",,
A084110,NFS-IFRS(S),매출액(천원),"156,508,158","642,546","10,740,870","25,861,844","27,891,898",,
A084110,NFS-IFRS(C),영업이익(천원),"30,097,872","12,039,532","28,896,428","62,218,051","67,964,298",,
A084110,NFS-IFRS(C),지배주주순이익(천원),"20,932,847","32,384,338","514,638,477","25,764,229","28,906,046",,
A084110,NFS-IFRS(C),총자본(천원),"188,377,171","239,328,781","453,898,247","490,996,526","538,633,180",,
A084110,NFS-IFRS(C),총부채(천원),"66,137,769","74,802,684","103,162,745","119,149,893","134,243,507",,
A084110,NFS-IFRS(C),자본금(천원),"5,650,154","5,698,077","4,859,236","4,955,853","5,202,150",,
A084110,NFS-IFRS(C),이익잉여금(천원),"89,789,478","117,653,693","626,066,147","102,878,176","124,821,686",,
A084110,NFS-IFRS(C),영업활동으로인한현금흐름(천원),"28,792,391","50,908,903","19,383,639","47,518,191","53,415,748",,
A084110,NFS-IFRS(C),투자활동으로인한현금흐름(천원),"-23,308,801","-25,626,053","-18,217,293","-57,777,359","-63,497,041",,
A084110,NFCF-IFRS(C),"수정DPS(보통주,현금)(원)",357.14,491.07,357.14,454.55,476.19,,
A084110,SSC,수정주가(원),"37,200","62,822","29,729","50,549","42,094","35,150","30,450"
A084110,SSC,종가(원),"54,300","91,700","34,300","55,600","44,150","35,150","30,450"
